date,state,n_killed,n_injured,n_total
4/16/15,California,1,0,1
4/16/15,Louisiana,0,2,2
4/16/15,North Carolina,0,2,2
4/16/15,Georgia,0,1,1
4/16/15,Tennessee,0,1,1
4/16/15,California,0,1,1
4/16/15,Ohio,0,1,1
4/16/15,Ohio,1,0,1
4/16/15,New Hampshire,0,1,1
4/16/15,Florida,1,0,1
4/16/15,Florida,0,1,1
4/16/15,Florida,0,1,1
4/16/15,Illinois,0,1,1
4/16/15,Illinois,0,1,1
4/16/15,Illinois,0,1,1
4/16/15,Illinois,0,2,2
4/16/15,Illinois,0,1,1
4/16/15,Illinois,0,2,2
4/16/15,Illinois,0,1,1
4/16/15,Minnesota,0,1,1
4/16/15,Arizona,1,1,2
4/16/15,South Carolina,0,1,1
4/16/15,West Virginia,1,0,1
4/16/15,South Carolina,0,1,1
4/16/15,Washington,1,0,1
4/16/15,Missouri,0,1,1
4/16/15,Florida,0,2,2
4/16/15,Maryland,0,1,1
4/16/15,District of Columbia,0,2,2
4/16/15,New York,0,1,1
4/16/15,Texas,1,0,1
4/16/15,Louisiana,0,1,1
4/16/15,Tennessee,0,1,1
4/16/15,California,0,1,1
4/16/15,Texas,1,1,2
4/16/15,California,0,2,2
4/16/15,California,1,1,2
4/16/15,Illinois,1,0,1
4/17/15,Illinois,1,0,1
4/17/15,Illinois,0,1,1
4/17/15,Illinois,0,1,1
4/17/15,Illinois,0,1,1
4/17/15,North Carolina,1,0,1
4/17/15,Florida,0,1,1
4/17/15,Florida,0,1,1
4/17/15,California,1,0,1
4/17/15,Indiana,1,0,1
4/17/15,Kentucky,0,1,1
4/17/15,Nevada,1,0,1
4/17/15,West Virginia,0,1,1
4/17/15,Texas,1,0,1
4/17/15,Missouri,1,0,1
4/17/15,Michigan,1,0,1
4/17/15,Tennessee,0,1,1
4/17/15,Pennsylvania,0,1,1
4/17/15,Michigan,1,0,1
4/17/15,North Carolina,0,1,1
4/17/15,Colorado,0,1,1
4/17/15,New York,1,1,2
4/17/15,Michigan,0,1,1
4/17/15,Ohio,1,0,1
4/17/15,Kentucky,1,0,1
4/17/15,Florida,0,2,2
4/17/15,Texas,0,1,1
4/17/15,Michigan,3,0,3
4/17/15,Florida,0,2,2
4/17/15,New York,0,1,1
4/17/15,Texas,2,0,2
4/17/15,Minnesota,0,1,1
4/17/15,Indiana,0,1,1
4/17/15,California,1,0,1
4/17/15,Nevada,1,0,1
4/17/15,New York,0,1,1
4/17/15,Tennessee,0,1,1
4/17/15,California,0,1,1
4/17/15,California,0,1,1
4/17/15,Missouri,1,0,1
4/17/15,Ohio,0,1,1
4/17/15,California,0,1,1
4/17/15,Pennsylvania,0,1,1
4/17/15,Washington,2,1,3
4/17/15,Texas,2,0,2
4/17/15,North Carolina,0,1,1
4/17/15,Michigan,0,1,1
4/17/15,Tennessee,0,1,1
4/17/15,Montana,0,3,3
4/17/15,California,1,0,1
4/17/15,California,0,1,1
4/17/15,Ohio,0,2,2
4/17/15,Ohio,0,1,1
4/17/15,Maryland,1,0,1
4/17/15,New Jersey,1,0,1
4/17/15,Maryland,0,1,1
4/17/15,South Carolina,0,1,1
4/17/15,Maryland,0,1,1
4/17/15,Illinois,0,1,1
4/17/15,Illinois,0,1,1
4/17/15,Michigan,0,1,1
4/17/15,Maryland,0,1,1
4/17/15,Kentucky,1,0,1
4/17/15,Illinois,0,1,1
4/17/15,Illinois,0,1,1
4/17/15,Tennessee,0,1,1
4/17/15,Michigan,0,1,1
4/17/15,Missouri,1,0,1
4/17/15,Maryland,0,1,1
4/17/15,Louisiana,0,1,1
4/17/15,Illinois,0,1,1
4/17/15,Missouri,1,0,1
4/17/15,Louisiana,0,1,1
4/17/15,Michigan,1,0,1
4/17/15,New York,1,0,1
4/17/15,Ohio,1,0,1
4/17/15,Ohio,0,1,1
4/17/15,West Virginia,0,1,1
4/17/15,Maine,0,1,1
4/17/15,Maryland,2,0,2
4/17/15,Illinois,0,2,2
4/17/15,Georgia,0,1,1
4/17/15,Michigan,1,0,1
4/17/15,Indiana,0,1,1
4/17/15,California,1,0,1
4/17/15,Georgia,0,1,1
4/17/15,Florida,0,1,1
4/17/15,South Carolina,0,1,1
4/17/15,Florida,0,1,1
4/17/15,Alabama,0,1,1
4/17/15,Virginia,1,0,1
4/17/15,Georgia,1,0,1
4/17/15,Illinois,0,1,1
4/17/15,Illinois,0,3,3
4/17/15,New York,0,1,1
4/17/15,Louisiana,1,0,1
4/17/15,Louisiana,0,1,1
4/17/15,Ohio,0,1,1
4/17/15,Wisconsin,0,2,2
4/17/15,Wisconsin,0,1,1
4/17/15,Texas,0,1,1
4/17/15,Georgia,0,1,1
4/17/15,Louisiana,0,1,1
4/17/15,Michigan,1,0,1
4/17/15,Illinois,1,1,2
4/17/15,Mississippi,0,2,2
4/17/15,New York,1,3,4
4/17/15,Texas,0,1,1
4/17/15,Louisiana,0,1,1
4/18/15,New York,0,1,1
4/18/15,Florida,0,2,2
4/18/15,Florida,0,1,1
4/18/15,South Dakota,1,0,1
4/18/15,North Carolina,0,1,1
4/18/15,North Carolina,0,1,1
4/18/15,Virginia,0,1,1
4/18/15,Alaska,2,0,2
4/18/15,North Carolina,0,1,1
4/18/15,Mississippi,1,1,2
4/18/15,Illinois,0,1,1
4/18/15,New York,0,1,1
4/18/15,New York,0,2,2
4/18/15,Wisconsin,0,1,1
4/18/15,Virginia,0,1,1
4/18/15,District of Columbia,0,1,1
4/18/15,Texas,1,0,1
4/18/15,New Jersey,1,3,4
4/18/15,Louisiana,1,0,1
4/18/15,Texas,0,1,1
4/18/15,Texas,0,1,1
4/18/15,Arizona,1,0,1
4/18/15,New Jersey,0,1,1
4/18/15,California,0,1,1
4/18/15,California,0,1,1
4/18/15,California,0,1,1
4/18/15,Texas,1,0,1
4/18/15,New York,0,1,1
4/18/15,New York,0,1,1
4/18/15,North Carolina,1,0,1
4/18/15,Wisconsin,0,1,1
4/18/15,Michigan,1,0,1
4/18/15,Ohio,0,2,2
4/18/15,Texas,1,0,1
4/18/15,Pennsylvania,0,1,1
4/18/15,Florida,2,0,2
4/18/15,Alabama,0,5,5
4/18/15,New Jersey,0,1,1
4/18/15,North Carolina,0,1,1
4/18/15,Alabama,0,3,3
4/18/15,Utah,0,1,1
4/18/15,Florida,0,1,1
4/18/15,North Carolina,0,1,1
4/18/15,New York,0,1,1
4/18/15,North Carolina,0,1,1
4/18/15,Texas,0,1,1
4/18/15,Texas,0,1,1
4/18/15,Oklahoma,0,2,2
4/18/15,New Jersey,1,0,1
4/18/15,Maryland,0,1,1
4/18/15,Maryland,0,2,2
4/18/15,Illinois,0,1,1
4/18/15,Illinois,0,1,1
4/18/15,Kentucky,0,1,1
4/18/15,Tennessee,0,1,1
4/18/15,Texas,1,0,1
4/18/15,Illinois,0,1,1
4/18/15,New York,0,1,1
4/18/15,Louisiana,1,0,1
4/18/15,Michigan,1,0,1
4/18/15,Louisiana,0,1,1
4/18/15,South Carolina,1,0,1
4/18/15,Oklahoma,0,1,1
4/18/15,Pennsylvania,0,5,5
4/18/15,New York,0,1,1
4/18/15,Illinois,0,1,1
4/18/15,California,2,0,2
4/18/15,California,1,0,1
4/18/15,South Carolina,1,1,2
4/18/15,Rhode Island,0,1,1
4/18/15,Tennessee,0,1,1
4/18/15,Virginia,0,1,1
4/18/15,Pennsylvania,0,1,1
4/18/15,Texas,2,0,2
4/18/15,New York,0,1,1
4/18/15,Kentucky,0,1,1
4/18/15,New York,0,1,1
4/18/15,Kentucky,0,1,1
4/18/15,Florida,1,0,1
4/18/15,Arizona,1,0,1
4/18/15,Delaware,0,3,3
4/18/15,Arizona,1,0,1
4/18/15,Arizona,1,0,1
4/18/15,Oregon,1,1,2
4/18/15,Florida,1,0,1
4/18/15,New York,0,1,1
4/18/15,New York,1,1,2
4/18/15,Michigan,1,0,1
4/18/15,Arizona,1,1,2
4/18/15,New York,0,3,3
4/18/15,New Jersey,0,1,1
4/18/15,New Jersey,0,1,1
4/18/15,Nevada,0,1,1
4/18/15,Georgia,0,1,1
4/18/15,New York,0,2,2
4/18/15,Ohio,1,0,1
4/18/15,New York,0,2,2
4/18/15,Missouri,0,3,3
4/18/15,Michigan,1,0,1
4/18/15,North Carolina,1,0,1
4/18/15,North Carolina,0,4,4
4/18/15,North Carolina,1,3,4
4/18/15,Louisiana,1,0,1
4/18/15,North Carolina,0,1,1
4/18/15,New Mexico,1,0,1
4/18/15,Alaska,0,1,1
4/18/15,Illinois,1,0,1
4/18/15,New York,0,1,1
4/18/15,Vermont,1,0,1
4/18/15,North Carolina,2,0,2
4/18/15,Pennsylvania,0,1,1
4/18/15,North Carolina,0,2,2
4/18/15,Louisiana,0,2,2
4/18/15,Virginia,0,1,1
4/18/15,North Carolina,0,3,3
4/18/15,Ohio,0,1,1
4/18/15,Massachusetts,0,1,1
4/18/15,Nevada,0,1,1
4/18/15,California,0,1,1
4/18/15,Pennsylvania,0,1,1
4/18/15,Wisconsin,0,1,1
4/18/15,Louisiana,0,2,2
4/19/15,Florida,1,1,2
4/19/15,New York,0,1,1
4/19/15,New York,1,0,1
4/19/15,Florida,0,1,1
4/19/15,Florida,0,3,3
4/19/15,Texas,0,1,1
4/19/15,Nebraska,1,0,1
4/19/15,Pennsylvania,0,1,1
4/19/15,Michigan,0,2,2
4/19/15,Wisconsin,1,0,1
4/19/15,Alabama,0,1,1
4/19/15,Indiana,1,0,1
4/19/15,Oklahoma,0,1,1
4/19/15,Nevada,3,0,3
4/19/15,Texas,1,0,1
4/19/15,Florida,0,1,1
4/19/15,New York,0,1,1
4/19/15,Indiana,0,1,1
4/19/15,New York,1,0,1
4/19/15,Louisiana,0,2,2
4/19/15,Louisiana,0,1,1
4/19/15,Nevada,0,1,1
4/19/15,Georgia,0,1,1
4/19/15,Louisiana,0,1,1
4/19/15,New Jersey,0,2,2
4/19/15,Nevada,0,1,1
4/19/15,Michigan,0,1,1
4/19/15,Pennsylvania,0,1,1
4/19/15,California,1,0,1
4/19/15,Virginia,1,0,1
4/19/15,Pennsylvania,0,1,1
4/19/15,Illinois,1,1,2
4/19/15,Massachusetts,0,1,1
4/19/15,Kentucky,1,0,1
4/19/15,California,0,3,3
4/19/15,Rhode Island,0,2,2
4/19/15,Nevada,0,1,1
4/19/15,Ohio,0,1,1
4/19/15,Ohio,0,1,1
4/19/15,Pennsylvania,3,0,3
4/19/15,Kentucky,0,2,2
4/19/15,Pennsylvania,0,1,1
4/19/15,Michigan,1,0,1
4/19/15,Kentucky,0,1,1
4/19/15,Louisiana,1,0,1
4/19/15,Connecticut,1,2,3
4/19/15,Illinois,1,0,1
4/19/15,Illinois,0,3,3
4/19/15,Florida,0,1,1
4/19/15,North Carolina,0,1,1
4/19/15,Illinois,0,1,1
4/19/15,Pennsylvania,0,1,1
4/19/15,Alabama,2,0,2
4/19/15,Florida,0,1,1
4/19/15,Pennsylvania,0,1,1
4/19/15,District of Columbia,1,0,1
4/19/15,Illinois,0,3,3
4/19/15,New Jersey,2,0,2
4/19/15,Illinois,0,2,2
4/19/15,North Carolina,1,0,1
4/19/15,New Mexico,1,0,1
4/19/15,Illinois,0,1,1
4/19/15,Washington,0,1,1
4/19/15,Kansas,1,0,1
4/19/15,Washington,0,1,1
4/19/15,Ohio,1,0,1
4/19/15,Alabama,0,2,2
4/19/15,Iowa,0,1,1
4/19/15,New York,0,1,1
4/19/15,Washington,0,1,1
4/19/15,Massachusetts,0,1,1
4/19/15,Texas,0,3,3
4/19/15,Virginia,1,1,2
4/19/15,Missouri,0,1,1
4/19/15,Tennessee,0,1,1
4/19/15,Tennessee,1,0,1
4/19/15,Tennessee,0,1,1
4/19/15,Mississippi,0,1,1
4/19/15,Georgia,0,1,1
4/19/15,North Carolina,1,0,1
4/19/15,Florida,0,1,1
4/19/15,Utah,0,1,1
4/19/15,District of Columbia,0,1,1
4/19/15,Ohio,0,1,1
4/19/15,California,1,0,1
4/19/15,Ohio,1,0,1
4/19/15,Colorado,1,0,1
4/19/15,New Mexico,0,1,1
4/19/15,Mississippi,1,0,1
4/19/15,Texas,1,0,1
4/19/15,Kansas,1,0,1
4/19/15,Mississippi,1,0,1
4/19/15,Texas,0,1,1
4/19/15,Kansas,0,1,1
4/19/15,Pennsylvania,1,0,1
4/19/15,Pennsylvania,0,1,1
4/19/15,Ohio,1,0,1
4/19/15,Kansas,0,1,1
4/19/15,Pennsylvania,0,1,1
4/19/15,Virginia,1,0,1
4/19/15,Texas,0,1,1
4/19/15,Texas,0,1,1
4/19/15,South Carolina,1,1,2
4/19/15,North Carolina,0,1,1
4/19/15,Virginia,0,4,4
4/19/15,Virginia,0,1,1
4/20/15,Texas,1,0,1
4/20/15,Michigan,1,0,1
4/20/15,California,0,1,1
4/20/15,Virginia,0,1,1
4/20/15,Pennsylvania,0,2,2
4/20/15,Louisiana,0,1,1
4/20/15,Tennessee,0,1,1
4/20/15,Tennessee,0,2,2
4/20/15,Illinois,1,0,1
4/20/15,Tennessee,0,1,1
4/20/15,Tennessee,0,2,2
4/20/15,Georgia,0,1,1
4/20/15,Alabama,0,1,1
4/20/15,New York,0,1,1
4/20/15,New Jersey,0,1,1
4/20/15,Oklahoma,1,0,1
4/20/15,Mississippi,0,1,1
4/20/15,California,0,1,1
4/20/15,California,0,1,1
4/20/15,Florida,1,0,1
4/20/15,Texas,0,2,2
4/20/15,Texas,0,1,1
4/20/15,Oklahoma,0,1,1
4/20/15,North Carolina,1,0,1
4/20/15,Oklahoma,0,1,1
4/20/15,North Carolina,1,0,1
4/20/15,Florida,1,0,1
4/20/15,Ohio,1,0,1
4/20/15,Connecticut,1,0,1
4/20/15,Missouri,1,0,1
4/20/15,Vermont,0,1,1
4/20/15,New Jersey,0,1,1
4/20/15,Missouri,0,2,2
4/20/15,North Carolina,0,1,1
4/20/15,Nevada,2,0,2
4/20/15,Ohio,0,1,1
4/20/15,District of Columbia,0,1,1
4/20/15,Maryland,0,1,1
4/20/15,Ohio,0,1,1
4/20/15,Maryland,0,1,1
4/20/15,California,1,0,1
4/20/15,Illinois,1,0,1
4/20/15,Wisconsin,1,0,1
4/20/15,Missouri,0,1,1
4/20/15,California,1,0,1
4/20/15,California,1,0,1
4/20/15,Louisiana,0,1,1
4/20/15,Michigan,0,1,1
4/20/15,Kentucky,1,0,1
4/20/15,California,0,1,1
4/20/15,New Jersey,0,1,1
4/20/15,Illinois,0,3,3
4/20/15,Illinois,0,1,1
4/20/15,Illinois,0,1,1
4/20/15,California,1,0,1
4/20/15,Michigan,0,1,1
4/20/15,Pennsylvania,0,1,1
4/20/15,Florida,0,1,1
4/20/15,Georgia,0,1,1
4/20/15,Illinois,0,1,1
4/20/15,Ohio,0,1,1
4/20/15,Ohio,0,1,1
4/20/15,Kansas,1,0,1
4/20/15,California,0,1,1
4/20/15,New York,0,1,1
4/20/15,Virginia,0,1,1
4/20/15,New York,0,1,1
4/20/15,Georgia,3,1,4
4/20/15,Missouri,0,1,1
4/20/15,Missouri,0,1,1
4/20/15,Alabama,1,0,1
4/20/15,Ohio,0,1,1
4/20/15,Florida,0,1,1
4/20/15,Louisiana,0,1,1
4/20/15,Tennessee,0,1,1
4/22/15,South Carolina,0,1,1
4/22/15,North Carolina,0,1,1
4/22/15,Florida,0,2,2
4/22/15,South Carolina,0,1,1
4/22/15,Illinois,0,1,1
4/22/15,Kentucky,0,1,1
4/22/15,Texas,0,1,1
4/22/15,Ohio,1,0,1
4/22/15,Tennessee,1,0,1
4/22/15,Louisiana,2,0,2
4/22/15,Tennessee,0,1,1
4/22/15,Ohio,0,1,1
4/22/15,Virginia,1,0,1
4/22/15,New York,1,0,1
4/22/15,Wisconsin,0,1,1
4/22/15,California,1,0,1
4/22/15,Texas,1,0,1
4/22/15,Virginia,0,2,2
4/22/15,Ohio,0,1,1
4/22/15,Pennsylvania,2,0,2
4/22/15,New York,1,0,1
4/22/15,Georgia,0,2,2
4/22/15,Massachusetts,0,1,1
4/22/15,Indiana,0,1,1
4/22/15,California,0,1,1
4/22/15,California,2,0,2
4/22/15,California,0,1,1
4/22/15,Michigan,0,1,1
4/22/15,Louisiana,0,2,2
4/22/15,Louisiana,1,0,1
4/22/15,Florida,0,1,1
4/22/15,California,0,1,1
4/22/15,Louisiana,2,0,2
4/22/15,Colorado,1,0,1
4/22/15,New Jersey,0,2,2
4/22/15,New Jersey,1,0,1
4/22/15,Mississippi,1,0,1
4/22/15,Pennsylvania,0,1,1
4/22/15,North Carolina,0,2,2
4/22/15,Maryland,0,1,1
4/22/15,New Jersey,1,0,1
4/22/15,Missouri,1,0,1
4/22/15,Colorado,0,1,1
4/22/15,Missouri,1,0,1
4/22/15,Florida,0,1,1
4/22/15,North Carolina,1,0,1
4/22/15,Colorado,0,1,1
4/22/15,Florida,1,2,3
4/22/15,Oregon,0,1,1
4/22/15,Illinois,0,1,1
4/22/15,Illinois,0,1,1
4/22/15,Ohio,1,0,1
4/22/15,Mississippi,1,0,1
4/22/15,Mississippi,1,0,1
4/22/15,Ohio,1,0,1
4/22/15,Illinois,0,1,1
4/22/15,Arkansas,0,1,1
4/22/15,Michigan,0,1,1
4/22/15,Pennsylvania,2,0,2
4/22/15,Missouri,1,0,1
4/22/15,Pennsylvania,0,1,1
4/22/15,Texas,1,0,1
4/22/15,Pennsylvania,1,1,2
4/22/15,Pennsylvania,0,1,1
4/22/15,Illinois,0,1,1
4/22/15,Texas,1,0,1
4/22/15,Texas,1,1,2
4/22/15,Pennsylvania,0,1,1
4/22/15,California,1,0,1
4/22/15,Illinois,0,2,2
4/22/15,Texas,0,1,1
4/22/15,Arizona,1,0,1
4/22/15,New York,0,1,1
4/22/15,Washington,0,1,1
4/22/15,Texas,1,0,1
4/22/15,Arizona,1,0,1
4/23/15,Virginia,0,1,1
4/23/15,Oklahoma,1,2,3
4/23/15,South Carolina,0,1,1
4/23/15,Florida,0,1,1
4/23/15,Tennessee,1,0,1
4/23/15,Texas,1,0,1
4/23/15,Illinois,0,1,1
4/23/15,Georgia,3,0,3
4/23/15,Pennsylvania,1,0,1
4/23/15,Florida,0,1,1
4/23/15,Florida,0,1,1
4/23/15,Pennsylvania,0,1,1
4/23/15,Florida,0,1,1
4/23/15,Arizona,1,0,1
4/23/15,Pennsylvania,1,0,1
4/23/15,Nevada,0,1,1
4/23/15,Michigan,1,0,1
4/23/15,Michigan,0,1,1
4/23/15,Colorado,2,0,2
4/23/15,Pennsylvania,0,1,1
4/23/15,Florida,1,0,1
4/23/15,Louisiana,0,1,1
4/23/15,Tennessee,1,0,1
4/23/15,District of Columbia,1,0,1
4/23/15,Maryland,0,1,1
4/23/15,California,1,0,1
4/23/15,North Carolina,1,0,1
4/23/15,New Mexico,1,0,1
4/23/15,Ohio,0,1,1
4/23/15,Colorado,0,1,1
4/23/15,Texas,1,0,1
4/23/15,Virginia,0,2,2
4/23/15,Louisiana,2,0,2
4/23/15,North Carolina,0,1,1
4/23/15,Tennessee,0,1,1
4/23/15,Mississippi,0,1,1
4/23/15,Arkansas,0,1,1
4/23/15,Georgia,0,1,1
4/23/15,Louisiana,0,1,1
4/23/15,Connecticut,0,1,1
4/23/15,Oklahoma,1,2,3
4/23/15,Vermont,0,1,1
4/23/15,Ohio,0,1,1
4/23/15,Texas,1,0,1
4/23/15,North Carolina,0,1,1
4/23/15,Florida,0,1,1
4/23/15,Florida,2,1,3
4/23/15,Pennsylvania,0,1,1
4/23/15,Maryland,2,0,2
4/23/15,Wisconsin,1,0,1
4/23/15,Missouri,1,0,1
4/23/15,Pennsylvania,0,2,2
4/23/15,Ohio,1,0,1
4/23/15,Pennsylvania,0,1,1
4/23/15,Kentucky,2,0,2
4/23/15,Nebraska,0,1,1
4/23/15,Illinois,0,1,1
4/23/15,Michigan,0,1,1
4/23/15,Illinois,0,1,1
4/23/15,Alabama,0,1,1
4/23/15,California,0,1,1
4/23/15,Illinois,0,1,1
4/23/15,Louisiana,0,1,1
4/23/15,Illinois,0,1,1
4/23/15,Alabama,0,1,1
4/23/15,Illinois,1,0,1
4/23/15,California,1,0,1
4/23/15,Tennessee,0,1,1
4/23/15,California,1,0,1
4/23/15,Nevada,0,1,1
4/23/15,Texas,1,0,1
4/23/15,Washington,0,1,1
4/23/15,Utah,0,1,1
4/23/15,California,1,0,1
4/23/15,Ohio,1,0,1
4/24/15,Alabama,0,1,1
4/24/15,Wisconsin,0,1,1
4/24/15,Ohio,0,1,1
4/24/15,Wisconsin,0,1,1
4/24/15,North Carolina,0,1,1
4/24/15,Ohio,0,1,1
4/24/15,Pennsylvania,0,1,1
4/24/15,Colorado,1,0,1
4/24/15,New Hampshire,1,0,1
4/24/15,Texas,1,0,1
4/24/15,California,0,1,1
4/24/15,California,0,1,1
4/24/15,California,1,0,1
4/24/15,Colorado,1,0,1
4/24/15,California,1,1,2
4/24/15,Louisiana,0,2,2
4/24/15,Louisiana,0,1,1
4/24/15,Louisiana,0,1,1
4/24/15,Louisiana,1,0,1
4/24/15,Georgia,0,1,1
4/24/15,Louisiana,1,0,1
4/24/15,Ohio,0,1,1
4/24/15,Pennsylvania,0,1,1
4/24/15,Georgia,0,2,2
4/24/15,Georgia,0,1,1
4/24/15,Ohio,1,0,1
4/24/15,Missouri,0,1,1
4/24/15,Connecticut,0,1,1
4/24/15,Oregon,1,1,2
4/24/15,South Carolina,0,1,1
4/24/15,Florida,2,1,3
4/24/15,Missouri,0,2,2
4/24/15,Illinois,0,1,1
4/24/15,Texas,0,1,1
4/24/15,Florida,1,0,1
4/24/15,Indiana,1,0,1
4/24/15,Michigan,0,1,1
4/24/15,Arkansas,0,1,1
4/24/15,Illinois,1,0,1
4/24/15,Georgia,1,0,1
4/24/15,Illinois,0,1,1
4/24/15,Illinois,0,1,1
4/24/15,Illinois,1,2,3
4/24/15,Pennsylvania,1,0,1
4/24/15,New Mexico,0,1,1
4/24/15,California,0,1,1
4/24/15,Oklahoma,1,0,1
4/24/15,Indiana,1,0,1
4/24/15,Nebraska,0,1,1
4/24/15,New Jersey,0,1,1
4/24/15,Nevada,0,1,1
4/24/15,Kentucky,0,1,1
4/24/15,Texas,0,1,1
4/24/15,Michigan,0,1,1
4/24/15,Illinois,0,1,1
4/24/15,Florida,0,1,1
4/24/15,Missouri,1,0,1
4/24/15,Maryland,0,1,1
4/24/15,Pennsylvania,0,1,1
4/24/15,Tennessee,0,1,1
4/24/15,Maryland,0,1,1
4/24/15,Ohio,1,2,3
4/24/15,Texas,0,1,1
4/24/15,Georgia,0,1,1
4/24/15,Washington,1,0,1
4/24/15,Louisiana,2,0,2
4/24/15,Texas,0,1,1
4/24/15,Michigan,0,2,2
4/25/15,Ohio,1,0,1
4/25/15,Virginia,1,0,1
4/25/15,Mississippi,0,1,1
4/25/15,Mississippi,0,1,1
4/25/15,Pennsylvania,1,0,1
4/25/15,Oklahoma,0,1,1
4/25/15,Alabama,1,0,1
4/25/15,Kentucky,0,1,1
4/25/15,Tennessee,1,0,1
4/25/15,Louisiana,0,1,1
4/25/15,Nevada,1,1,2
4/25/15,Tennessee,0,1,1
4/25/15,New Jersey,1,0,1
4/25/15,Virginia,1,0,1
4/25/15,District of Columbia,0,1,1
4/25/15,West Virginia,0,1,1
4/25/15,Maryland,0,1,1
4/25/15,Wisconsin,1,0,1
4/25/15,Pennsylvania,1,2,3
4/25/15,New Jersey,0,4,4
4/25/15,Missouri,0,2,2
4/25/15,Georgia,2,0,2
4/25/15,Florida,0,1,1
4/25/15,Kentucky,0,2,2
4/25/15,Kentucky,0,1,1
4/25/15,New York,0,1,1
4/25/15,Alabama,0,1,1
4/25/15,Iowa,0,1,1
4/25/15,California,1,0,1
4/25/15,Pennsylvania,0,1,1
4/25/15,New York,1,0,1
4/25/15,California,0,1,1
4/25/15,California,0,1,1
4/25/15,California,0,1,1
4/25/15,Florida,1,0,1
4/25/15,Florida,0,2,2
4/25/15,Mississippi,0,1,1
4/25/15,South Carolina,0,1,1
4/25/15,Tennessee,0,1,1
4/25/15,South Carolina,0,1,1
4/25/15,Illinois,0,1,1
4/25/15,Missouri,1,0,1
4/25/15,Nevada,2,0,2
4/25/15,New York,0,1,1
4/25/15,Washington,1,0,1
4/25/15,Illinois,0,1,1
4/25/15,Texas,1,0,1
4/25/15,Louisiana,0,1,1
4/25/15,Colorado,1,0,1
4/25/15,Michigan,1,0,1
4/25/15,Michigan,0,1,1
4/25/15,Oregon,1,0,1
4/25/15,North Carolina,0,1,1
4/25/15,Oregon,0,3,3
4/25/15,Pennsylvania,0,1,1
4/25/15,Texas,0,1,1
4/25/15,Georgia,0,1,1
4/25/15,Florida,1,1,2
4/25/15,New York,0,1,1
4/25/15,Michigan,1,0,1
4/25/15,Wisconsin,0,2,2
4/25/15,Colorado,0,1,1
4/25/15,Oregon,0,1,1
4/25/15,Ohio,0,1,1
4/25/15,North Carolina,0,1,1
4/25/15,Ohio,0,1,1
4/25/15,Massachusetts,0,1,1
4/25/15,Oregon,0,1,1
4/25/15,Ohio,0,1,1
4/25/15,Maryland,0,1,1
4/25/15,New York,1,6,7
4/25/15,Tennessee,0,1,1
4/25/15,Illinois,0,1,1
4/25/15,South Carolina,0,1,1
4/25/15,Indiana,2,0,2
4/25/15,Michigan,0,1,1
4/25/15,Arizona,1,0,1
4/25/15,Tennessee,0,1,1
4/25/15,Florida,0,2,2
4/25/15,Michigan,1,0,1
4/25/15,Michigan,0,1,1
4/25/15,Tennessee,1,0,1
4/25/15,New York,1,0,1
4/25/15,California,1,0,1
4/25/15,California,0,1,1
4/25/15,Illinois,0,1,1
4/25/15,Pennsylvania,0,1,1
4/25/15,Florida,1,0,1
4/25/15,Michigan,0,1,1
4/25/15,Illinois,1,0,1
4/25/15,Kansas,1,0,1
4/25/15,Colorado,1,0,1
4/25/15,Illinois,0,1,1
4/25/15,Minnesota,0,1,1
4/25/15,Pennsylvania,0,2,2
4/26/15,North Carolina,1,0,1
4/26/15,Michigan,0,1,1
4/26/15,Kentucky,0,1,1
4/26/15,Colorado,0,1,1
4/26/15,Maine,0,1,1
4/26/15,Oklahoma,2,0,2
4/26/15,Nebraska,0,1,1
4/26/15,Oklahoma,0,1,1
4/26/15,Georgia,1,1,2
4/26/15,Illinois,1,0,1
4/26/15,Alabama,1,1,2
4/26/15,Nebraska,0,1,1
4/26/15,Nebraska,0,2,2
4/26/15,Texas,0,1,1
4/26/15,Illinois,0,1,1
4/26/15,Nebraska,0,1,1
4/26/15,Nebraska,0,1,1
4/26/15,Tennessee,0,2,2
4/26/15,North Carolina,1,0,1
4/26/15,North Carolina,0,1,1
4/26/15,Florida,0,1,1
4/26/15,Kentucky,0,1,1
4/26/15,Texas,1,0,1
4/26/15,Iowa,0,1,1
4/26/15,Texas,0,1,1
4/26/15,Michigan,0,1,1
4/26/15,Pennsylvania,0,1,1
4/26/15,Illinois,0,2,2
4/26/15,Arizona,0,1,1
4/26/15,New York,0,2,2
4/26/15,Michigan,0,1,1
4/26/15,Louisiana,0,1,1
4/26/15,Indiana,1,0,1
4/26/15,New York,0,2,2
4/26/15,Illinois,0,1,1
4/26/15,North Carolina,1,0,1
4/26/15,California,0,1,1
4/26/15,Florida,1,0,1
4/26/15,Georgia,0,1,1
4/26/15,California,1,0,1
4/26/15,California,0,1,1
4/26/15,Texas,1,1,2
4/26/15,Illinois,0,1,1
4/26/15,Texas,2,0,2
4/26/15,Florida,0,1,1
4/26/15,District of Columbia,1,1,2
4/26/15,Maryland,1,0,1
4/26/15,Maryland,0,1,1
4/26/15,New Jersey,0,1,1
4/26/15,Ohio,0,1,1
4/26/15,California,1,0,1
4/26/15,Illinois,0,1,1
4/26/15,Florida,0,1,1
4/26/15,Illinois,0,2,2
4/26/15,Illinois,0,1,1
4/26/15,Florida,0,1,1
4/26/15,Illinois,0,1,1
